reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
bc641b57-f242-4e54-a4e9-e49bddcfb09e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"NIK saya didaftarkan orang lain. saya tidak bisa membuat akun sendiri. dan saya tidak pernah membuat akun oss sebelumnya.sudah kirim email membuat laporan penyalahgunaan NIK,malah gk ada solusi. bukannya mempermudah,malah mempersulit. mudahnya menyalahgunakan nik untuk pendaftaran oss tanpa ada pengamanan yg baik dari oss.",2,0,2.2.12,2026-06-13 10:47:14,,,2.2.12
379dce58-09b7-4c99-9dab-3970b8c3baad,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi sangat tidak mempermudah, malah mempersulit. masih banyak yang belum diperbaiki: 1. Aplikasi sering keluar sendiri ketika ingin mengedit data dan ini sangat mengganggu. 2. Opsi/pilihan menu di halaman utama yang sangat memusingkan, tolong tambahkan opsi status proses nib tersebut apakah sudah selesai, gagal atau sedang diproses. 3. Kenapa opsi pengeditan malah didalam pilihan (permohonan baru) seharusnya dipisah.",1,28,,2023-01-08 11:59:17,Hai #TemanBoss! Mohon maaf atas kendala yang Bapak/Ibu alami. Silakan menginformasikan secara detail fitur yang dimaksud melalui layanan whatsapp kami (+628116774642) yang tersedia setiap hari kerja pada pukul 08.00-16.00 WIB.,2024-02-12 06:32:12,
0f5b1bc1-0c79-4041-abb5-2235e79eb544,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin di-update makin buruk dan menyusahkan. lemot dan parahnya sudah setengah jadi malah eror, parahnya diulangi lagi sudah terdaftar. di coba login sesuai pass email malah gak bisa.",1,0,,2026-06-18 15:03:09,,,
a6a1f22b-c01e-45c2-8b10-0cbd3cde4596,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk burik, apa apa error mulu nga di web ga di apk sama aja, Konoha ini emg apa apa serba sulit, aku pengen hapus daftar usaha ku aja, ga bisa terus error lah ini lah itu lah, kalo bisa kirim ulasan tanpa bintang, aku kirim tanpa bintang deh",1,9,2.2.12,2026-04-28 05:41:35,,,2.2.12
a7d79ec8-c3e7-4a20-88df-cd0ecf8a9433,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya bener-bener ga ada gunanya!!!! Aku mau masuk ke akunku buat daftar NIB lewat browser ga bisa 404 eror terus padahal jaringan bagus, terus aku mau daftar NIB lewat sini barangkali bisa eeeeehhhh.... ternyata sama aja ga bisa!!!!! Auto uninstall gw!!!!!! Bener-bener ya kalian pemerintah hobinya nyusahin rakyat mulu!!!!!!",1,0,2.2.12,2026-06-19 08:30:07,,,2.2.12
78d1dbe5-44ba-461e-b344-ee39dc566c9b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,(+) Mengurus NIB & Mendaftar Akun Baru sangat mudah (-) Kalau sudah pernah daftar dan lupa passw itu repot karena harus buat akun baru & NIK yg telah terdaftar tidak bisa dipakai lagi untuk akun baru. sebuah kesulitan apalagi ketika mendampingi UMKM kecil yg pemiliknya usia lanjut yg susah ingat passw dan sebelum2nya sudah dibuatkan NIB oleh orang lain (+) Mudah dan cepat (-) Kalau tipe HP tidak hp yg spek bagus maka lemot & ini kendala pemilik UMKM yang rata2 hp nya hp jadul .,4,21,1.5,2022-10-24 04:59:06,"Hai #temanBoss! Terima kasih ya untuk feedback positifnya, sukses selalu🙂",2024-02-13 03:44:55,1.5
a662fcd5-c69b-4a1a-a8ac-ffd7180dcd80,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya harusnya bagus, tp banyak bgt erornya. Ada kolom untuk memilih, tp panah untuk lihat pilihanmya gk bisa dibuka. Gk hnya di aplikasi, di komputer browser pun sama. Sulit skali pengisiannya karna bnyak kolom yg eror. Tolong diperbaiki lagi lah.",1,59,1.4,2022-07-08 06:07:04,Hai #TemanBoss! Mohon maaf atas kendala yang Bapak/Ibu alami. Silakan menginformasikan secara detail fitur yang dimaksud melalui layanan whatsapp kami (+628116774642) yang tersedia setiap hari kerja pada pukul 08.00-16.00 WIB.,2024-02-12 07:52:54,1.4
b6393848-aba7-478d-84fa-4443c4ddef2a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong penyedia layanan oss supaya bisa di bantu untuk perubahan biodata di dalam akun oss. soalnya saya pelaku usaha nelayan kecil sangat sangat kesulitan dalam mengurus dokumen kapal karena ada nya ketidaksinkronisasian antara nama atau biodata yang tertera didalam akun oss dengan dokumen lainnya. tolong jika di lihat oleh penanggung jawab oss sekiranya email saya d balas. saya sdh kirim email tapi selalu AI yg balas dan itu tdk menyelesaikan permasalahan saya.,1,3,,2026-05-06 11:01:22,,,
398e7fbf-1c9d-44db-8641-62608268ea88,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi Pemerintahan kerjaan nya gangguan terus ,,, pada malas pegawai nya . buat daftar aja susah bnr bug jaringan Mulu padahal udh pake wifi sama data dan tetep tidak bisa . perbaiki dengan cepat agar mempermudah masyarakat UMKM ,,, masa udah hampir 2hari gangguan GX selesai2 , udah pengaduan wa nya boot jd tidak bisa menyelesaikan permasalahan.",1,3,,2025-10-08 04:39:56,,,
cad14b2f-673e-479a-bf4f-715d1c7c00eb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sistemnya error mulu sudah 4 hari mencoba menambahkan data usaha tetap gagal. mau ngehapus data juga ga bisa gimana sih setelah upgrade malah bikin tambah ribet, bertanya ke pelayannya juga ga ada respon",1,2,,2026-02-23 05:18:05,,,
29b358fb-d679-44f8-82a5-0f6ca9473d04,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya kasiu bintang 1 dulu, saya ada pertanyaan karna permasalahan di OSS, sudah saya ajukan pertanyaan via wa malah jawabannya hanya dari AI dan justru meminta pertanyaan, lalu kontak via email, jawabannya juga malah minta pertanyaan, padahal pertanyaan sudah jelas, kita coba ulang dengan penjelasan, jawabannya masih jawaban otomatis AI, kita ajukan via video call, malah jadwal penuh, ini gimana layanannya?",1,6,2.2.12,2026-05-21 03:06:27,,,2.2.12
2242afd5-7746-41b9-a2ec-85da15f07ca7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kalo kalian upgrade dari segi tampilan sih bisa di terima. tp kalo yg di upgrade alur prosesnya duh coba di pikir² lg. mau bikin nib baru harus update lokasi dulu, belum lg harus upload dokumen lokasi, titik koordinat, foto tampak depan. itu apaan?! kalian itu bukannya mempermudah malah mempersulit. kalo ada pelatihan zoom nya enak juga. nah ini org disuruh mikir sendiri, nyari info sendiri. nanya admin dpt solusi enggak. tutorial di yt aja masih dikit! ngabisin waktu orang!! balikin lg ke awal.",1,286,2.2.12,2025-11-17 03:43:01,,,2.2.12
e3e4b68f-9b76-44c7-94e7-bc922343259a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi susah buat pendaftaran nib alhasil ttp daftar offline lebih gampang.. komplain juga yang bales AI🥲 udah login mau bikin nib sudah di arahkan ke oss tapi gk bisa di akses oss nya padahal sinyal kenceng🥹,1,4,2.2.12,2026-04-14 13:59:14,,,2.2.12
122cfba8-d9d9-4e88-be6e-9f5ff07b4e80,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi ini kenapa bisa lolos buat di up sih, sulit banget mau daftarnya, titik lokasinya aja gk bisa ngunci, diklik bukanya ngunci titik malah memperbesar memperkecil tok, hadeeeh aplikasi gk guna",1,1,2.2.12,2026-06-03 13:27:14,,,2.2.12
82cd2173-3c9e-4601-8476-e0e069a552dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,NIB..sudah di terbitkan..mantap.. kalau bikin NIB emang susah di kerjakan sendiri harus lewat instansi terkait atau pelayanan 1 pintu..sebab mereka yang tau kode jenis usaha yang kita buat...selebih nya ok penerbitannya cepat tidak pakai lama.,5,2,2.2.12,2026-06-10 09:07:27,,,2.2.12
361e1053-a801-4699-a3fb-ec0ae6b94227,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mau daftar.. sandi sudah 8 karter,huruf besar,angka,dan menggunakan karakter special.. nah di karakter special ini harus ada tapi dikasih karakter special malah di tolak . aplikasi kocak...",1,0,2.2.12,2026-06-22 04:08:43,,,2.2.12
b13de985-d5e7-4cc2-968f-97afa758a1af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini aplikasi kok aneh banget sdh daftar akun pas masukin email dan paswrd tidak terdaftas. ku coba pakai lupa sandi masukin email tulisannya email tdk terdatar kocak, kode OTPnya aja masih ada di email yg ku daftarkan",1,0,2.2.12,2026-06-11 07:23:23,,,2.2.12
334df901-fc31-477e-8154-c36d5d63380b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"SANGAT BURUK,, SEHARUSNYA UMKM FORMAT PENDAFTARAN NYA TAK DISAMAKAN DENGAN PENGUSAHA BESAR,,, kami dahulu tidak di didik ataupun bibiayai oleh pemerintah dengan teknologi. seharusnya regulator menyesuaikan kemampuan warganya dalam hal teknologi kecuali anda mengajarkan itu kepada kami. sebagai perbandingan kami buat rekening bank digital SANGAT mudah dan aman, kalau swasta yg terbatas saja mampu mengapa regulator tak mampu",1,0,2.2.12,2026-06-15 17:44:09,,,2.2.12
dbe7f20c-1fd5-49a2-82a2-9fb6d44df673,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"harus login lewat mana min sya sudah daftar tinggal login tapi tidak bisa masuk, di web keteranganya blank Di apl gak bisa login jadi harus lewat mana untuk daftar NIB.",1,0,2.2.12,2026-06-17 08:30:06,,,2.2.12
445286d4-3b0e-436f-b62c-04b729e162e9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Website dan Aplikasi sama aja, jelek bgt. Udah 3 hari berturut-turut, jamnya jg beda-beda tapi tetep gak bisa. ""Gagal tersambung ke sistem dukcapil""",1,0,2.2.12,2026-06-22 09:45:00,,,2.2.12
35b3432a-76bd-4a03-9d27-e4d750052267,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak bisa mendaftar aplikasi jangan cuma di bikin dan diharuskan tapi lebih ke fungsinya daftar tidak bisa.,1,1,2.2.12,2026-06-04 05:10:49,,,2.2.12
afccbee9-2f62-40ee-af40-30a06125b89e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"lagi butuh banget NIB, tapi daftar OSS nya aja gagal mulu uda 3 hari ini. sampe kapan yaa eror begini? apa gaada tindakan sama sekali padahal pengaduannya sudah banyak?",1,0,2.2.12,2026-06-22 07:48:43,,,2.2.12
c0a06956-a220-4982-8f9f-1ccdf968f0a3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi memuakkan.. daftar terap harus dari web gak bisa di aplikasi, web dan aplikasi lemot.. anggran aja di gede in, bahan yang di pake barang sampah",2,0,2.2.12,2026-06-19 03:02:04,,,2.2.12
55efcaf4-85de-434c-bef4-9bcfa2cb20bc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya mau masuk ke akun oss tidak pernah bisa , kombinasi password atau akun salah ... sudah saya ganti password masih tidak bisa...padahal jelas² di informasikan oleh oss sendiri kalau ""atas nama ini merubah password dan gunakan untuk masuk "" tapi tetep ga bisa ... tanya ke petugas, solusi nya ga berhasil juga ... membingungkan!!!",1,25,2.0.1,2024-02-19 05:57:12,Hai #TemanBoss! Mohon maaf atas kendala yang Bapak/Ibu alami. Silakan menginformasikan secara detail fitur yang dimaksud melalui layanan whatsapp kami (+628116774642) yang tersedia setiap hari kerja pada pukul 08.00-16.00 WIB,2024-03-16 06:25:00,2.0.1
0a4ce748-d846-419c-9aa2-7e093946a942,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat sangat sulit untuk menggunakan nya.. berulang ulang terus tdk selesai selesai untuk pendaftaran NIB. pelaku usaha ingin mengurus ijin usaha nya.. lalu di arahkan ke aplikasi OSS.. nyata nya dari aplikasi tdk semudah yg diharapkan.harus nya dipermudah prosesnya setiap yang ingin mentaati aturan yg dibuat pemerintah bukan malah terasa sangat sulit sekali kita dalam membuat nya..,1,23,2.2.12,2026-02-23 06:39:54,,,2.2.12
b69c9aa3-dcc9-49ee-b4c7-a61c88986dbf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Habis di Update, untuk membuat NIB baru malah dipersulit, tidak bisa seperti dulu langsung di Aplikasi, malah diarahkan ke Web, dan di web malah tambah ribet, tidak sepraktis sebelum di Update.. Tolong dibantu min, kembalikan seperti semula, agar bisa lewat Aplikasi aja langsung bikin NIB",1,266,2.2.12,2025-11-12 08:24:14,,,2.2.12
0cc48b09-3927-43bc-901f-9d7051cff865,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Susah sih urusan sama negara, entah dari apk atau urus langsung. Prosesnya lamban, apknya tidak bisa diharapkan. Waktu butuh banget, butuhnya juga untuk menaati peraturan negara sendiri, sulitnya lebih dari rulis pembukaan skripsi yang revisinya bisa 3x. Rasanya uang tunjungan buat mereka yang punya kuasa untuk mengurus rakyat lebih dari cukup, tentu lebih dari rakyat UMR, tapi hasilnya nggk kerasa sama sekali. Nggak faham, tapi kan kita cuma bisa terima aja.",1,46,1.4,2022-04-17 15:01:50,Hai #TemanBoss! Mohon maaf atas kendala yang Bapak/Ibu alami. Silakan menginformasikan secara detail fitur yang dimaksud melalui layanan whatsapp kami (+628116774642) yang tersedia setiap hari kerja pada pukul 08.00-16.00 WIB.,2024-02-12 07:58:43,1.4
947340e9-9eab-414e-a66a-25d71902ee10,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sulit sekali untuk membuat NIB. dari web disuruh ke aplikasi, tapi udah di aplikasi disuruh ke web. proses verifikasi persyaratan dasar sangat lama sekali tidak seperti dulu yang cepat bisa dalam satu hari, sedangkan sekarang udah berhari hari masih belum verifikasi juga. klik bantuan melalui chat WhatsApp niat nya biar dapet solusi nyata nya nihil. seharusnya sistem/aplikasi yang diupgrade bertambah bagus dan makin praktis prosedur nya bukan malah makin ribet dan mempersulit",1,15,2.2.12,2026-03-09 01:38:41,,,2.2.12
d4643682-c141-4beb-a38a-f1791818c87f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi ampas bukan bantu malah bikin pusing, bagaiman mau bikin ijin usaha kalo bikin syarat administratif nya saja sulit dan di persulit..!! sudah donload masih di arahkan ke situs dan di situspun bolak balik gak kunjung selesai..!! kebayakan korupsi jadi apa-apa di bikin ribed..!!!",1,1,2.2.12,2026-05-04 14:37:38,,,2.2.12
5d671ae1-9fc3-47c4-90bf-d7746d7785c8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sudah 2 minggu lebih saya minta singronisasi alamat email ke aplikasi lelang.go.id sampai saat ini blm bisa2.. sehingga menghalangi kita untuk melalukan lelang.. sekelas aplikasi milik negara kalah bersaing dengan Aplikasi milik swaata.. karna banyak di korupsi,1,2,2.2.12,2026-04-27 06:08:18,,,2.2.12
21930684-ac32-4b5c-905f-559ece761485,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"berharap lebih mudah melalui aplikasi ternyata makin ribet suruh ke sana suruh ke sini,, fungsi aplikasi ini apa jadinya,,?? sudah login aplikasi lagi suruh login web,, daftar lagi,, terus info yang gk bisa d klik,, nunggu masuk lama,, aplikasi nol web juga nol",1,1,2.2.12,2026-04-28 12:56:26,,,2.2.12
5b168a21-e3a5-451b-a922-c551aed01254,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Link sama Aplikasi sama aja mentok di form, mau lanjut pengajuan tidak bisa. Katanya dibenahi 1x24 jam, tapi sisten juga belun beres. Bagusan sistem yang awal tidak banyak kendala waktu pendaftaran, yang sekarang bukannya dimudahkan tapi malah dibuat bingung.",5,18,1.4,2022-04-16 11:30:33,"Hai #temanBoss! Terima kasih ya untuk feedback positifnya, sukses selalu🙂",2024-02-12 04:18:03,1.4
